source,target,edge_type,confidence,fk_columns,ref_columns,note
product_plants::KR05::S8907367035985,plants::KR05,product_plants->plants,high,['plant'],['plant'],
product_plants::KR07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::KR07::S8907367035985,plants::KR07,product_plants->plants,high,['plant'],['plant'],
product_plants::MH05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::MH05::S8907367035985,plants::MH05,product_plants->plants,high,['plant'],['plant'],
product_plants::MH07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::MH07::S8907367035985,plants::MH07,product_plants->plants,high,['plant'],['plant'],
product_plants::MP07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::MP07::S8907367035985,plants::MP07,product_plants->plants,high,['plant'],['plant'],
product_plants::PB05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::PB05::S8907367035985,plants::PB05,product_plants->plants,high,['plant'],['plant'],
product_plants::PB07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::PB07::S8907367035985,plants::PB07,product_plants->plants,high,['plant'],['plant'],
product_plants::RJ07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::RJ07::S8907367035985,plants::RJ07,product_plants->plants,high,['plant'],['plant'],
product_plants::TL05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::TL05::S8907367035985,plants::TL05,product_plants->plants,high,['plant'],['plant'],
product_plants::TL07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::TL07::S8907367035985,plants::TL07,product_plants->plants,high,['plant'],['plant'],
product_plants::TM05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::TM05::S8907367035985,plants::TM05,product_plants->plants,high,['plant'],['plant'],
product_plants::TM07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::TM07::S8907367035985,plants::TM07,product_plants->plants,high,['plant'],['plant'],
product_plants::UP05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::UP05::S8907367035985,plants::UP05,product_plants->plants,high,['plant'],['plant'],
product_plants::UP07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::UP07::S8907367035985,plants::UP07,product_plants->plants,high,['plant'],['plant'],
product_plants::WB05::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::WB05::S8907367035985,plants::WB05,product_plants->plants,high,['plant'],['plant'],
product_plants::WB07::S8907367035985,products::S8907367035985,product_plants->products,high,['product'],['product'],
product_plants::WB07::S8907367035985,plants::WB07,product_plants->plants,high,['plant'],['plant'],
product_plants::1001::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1001::S8907367035992,plants::1001,product_plants->plants,high,['plant'],['plant'],
product_plants::1002::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1002::S8907367035992,plants::1002,product_plants->plants,high,['plant'],['plant'],
product_plants::1003::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1003::S8907367035992,plants::1003,product_plants->plants,high,['plant'],['plant'],
product_plants::1005::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1005::S8907367035992,plants::1005,product_plants->plants,high,['plant'],['plant'],
product_plants::1006::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1006::S8907367035992,plants::1006,product_plants->plants,high,['plant'],['plant'],
product_plants::1007::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1007::S8907367035992,plants::1007,product_plants->plants,high,['plant'],['plant'],
product_plants::1010::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1010::S8907367035992,plants::1010,product_plants->plants,high,['plant'],['plant'],
product_plants::1011::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1011::S8907367035992,plants::1011,product_plants->plants,high,['plant'],['plant'],
product_plants::1012::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1012::S8907367035992,plants::1012,product_plants->plants,high,['plant'],['plant'],
product_plants::1301::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1301::S8907367035992,plants::1301,product_plants->plants,high,['plant'],['plant'],
product_plants::1302::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1302::S8907367035992,plants::1302,product_plants->plants,high,['plant'],['plant'],
product_plants::1303::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1303::S8907367035992,plants::1303,product_plants->plants,high,['plant'],['plant'],
product_plants::1920::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1920::S8907367035992,plants::1920,product_plants->plants,high,['plant'],['plant'],
product_plants::1921::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1921::S8907367035992,plants::1921,product_plants->plants,high,['plant'],['plant'],
product_plants::1922::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::1922::S8907367035992,plants::1922,product_plants->plants,high,['plant'],['plant'],
product_plants::AP05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::AP05::S8907367035992,plants::AP05,product_plants->plants,high,['plant'],['plant'],
product_plants::AS05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::AS05::S8907367035992,plants::AS05,product_plants->plants,high,['plant'],['plant'],
product_plants::BH05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::BH05::S8907367035992,plants::BH05,product_plants->plants,high,['plant'],['plant'],
product_plants::CH07::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::CH07::S8907367035992,plants::CH07,product_plants->plants,high,['plant'],['plant'],
product_plants::DL05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::DL05::S8907367035992,plants::DL05,product_plants->plants,high,['plant'],['plant'],
product_plants::DL07::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::DL07::S8907367035992,plants::DL07,product_plants->plants,high,['plant'],['plant'],
product_plants::GJ05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::GJ05::S8907367035992,plants::GJ05,product_plants->plants,high,['plant'],['plant'],
product_plants::HR00::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::HR00::S8907367035992,plants::HR00,product_plants->plants,high,['plant'],['plant'],
product_plants::HR05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::HR05::S8907367035992,plants::HR05,product_plants->plants,high,['plant'],['plant'],
product_plants::HR07::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::HR07::S8907367035992,plants::HR07,product_plants->plants,high,['plant'],['plant'],
product_plants::JH05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::JH05::S8907367035992,plants::JH05,product_plants->plants,high,['plant'],['plant'],
product_plants::KA05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::KA05::S8907367035992,plants::KA05,product_plants->plants,high,['plant'],['plant'],
product_plants::KA07::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::KA07::S8907367035992,plants::KA07,product_plants->plants,high,['plant'],['plant'],
product_plants::KR05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::KR05::S8907367035992,plants::KR05,product_plants->plants,high,['plant'],['plant'],
product_plants::KR07::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::KR07::S8907367035992,plants::KR07,product_plants->plants,high,['plant'],['plant'],
product_plants::MH05::S8907367035992,products::S8907367035992,product_plants->products,high,['product'],['product'],
product_plants::MH05::S8907367035992,plants::MH05,product_plants->plants,high,['plant'],['plant'],
